Package name,Reviewer name,Review,Rating
com.Slack,Julie Liêu Williams,"I don't get it. Why fix (break) what wasn't broken?! Before, I used to be able to start a post, come back to it, and everything was there. Add a photo to a post? No problem. Now when I leave the app & come back, my posts disappear from the channels I wrote them in & automatically get transferred to the Drafts channel. What's even more maddening is without even leaving the app, if I want to take a photo to add to a post, once I take the photo, the post has likewise disappeared, moved to Drafts.",2
com.Slack,Tyler Black,"My god, the number of glitches... Screens not loading, DMs not opening, clicking on a chat and nothing happens, crashes/app not responding, app not opening, notification showing up but then not appearing in the actual app?, Notifications not pushing (even though I have everything turned on... I'm sure I missed some things... This is a constant issue, not the occasional bug. Nearly all of these issues happen once a day, and I am required to use this terrible app for work. Motorola Edge+ 12.01",1
com.Slack,Allison P,"Update: Not sure what fixed it. (Clearing cache and re-installing did not,) but after sending feedback/logs it is working again. I just have to quickly scroll down twice (past a stutter/lag) to see older channel messages. Android app is broken. Can not see any channel history as of yesterday, yet it all shows for Apple, and shows when I use desktop. Multiple Android users are having the same issue.",3
com.Slack,Cory Archibald,Android app has become utterly unusable. I've been using the app for almost 6 years and always had a good experience. About 6 months ago I started having issues with the app failing to load new messages. I get a notification for a new message but the new message won't load unless I restart the app multiple times. Now after the most recent updates the app freezes and crashes repeatedly as I try to click on different channels or switch between communities. Extremely frustrating.,1
com.Slack,Matthew Bauman,"in most apps, if you're typing a message & need to look at another app for a second or turn the screen off briefly, you can go back to the app & the text is still there. Slack removes the text & saves it as a draft. I have 80 ""drafts"" right now. it's frustrating, confusing, & NOT GOOD in many ways. fix it. I have contacted Slack about this, about a year ago, but it still happens.",3
com.Slack,M Grinnell,"Been using the Android app for 4+ years now. General experience has been good, but a recent update or other change has caused the app to be unusable. I've cleared the cache, cleared all user data, and it persists. Switching from one channel to another in the same slack results in a blank page. Same when changing between slacks. Channels show as unread, but don't show any new messages. Push alerts for new messages work, but the channel doesn't show the new messages.",3
com.Slack,Sean Finkel,"There is a rare bug on Android which has emerged in the last six months I want to say where I write an entire message and press send and then it is just - gone. Never sends, never tells me it failed, just goes in to an abyss. Super frustrating as I then have to rewrite the entire message. Not productive. Good luck reproducing it though, but it's definitely a thing.",3
com.Slack,Paul Hoffman,"Slack gets worse and worse with each update. It's autoformater is incredibly broken, but there's no way to turn it off. You used to be able to set notification tones for each organization, but Slack decided to remove that. It's also so much heavier and requires an absurdly strong internet connection to load text messages, which used to not be the case. Slack used to be great, now it's nothing more than a hassle",1
com.Slack,Kentrell Owens,I don't know what new changes y'all have made recently but the Android app does not work. It doesn't open and when it does open it freezes when I switch channels. Please be responsible and roll back whatever changes you added until the app works properly. It has been this way for about 2 months now.,1
com.Slack,Allen Gwinn,"The Android app has deteriorated in usability over the past year. If you have more than about 5 groups you cannot change notification sounds on the others. It is unstable, freezes and becomes out of sync with the desktop. They also now delete messages after 90 days. Very poor CX",1
com.Slack,Summer Tuller,"Latest update makes app nearly unusable on android 13. I get notifications for messages that are not in my feed...i have to use the search tool to find them. Clicking on links in messages does nothing. I have notification icons in app but cannot find the new messages. Clicking on workspace icons leads to blank pages. Whatever you did, please undo it. This is a UX nightmare.",1
com.Slack,Chris Figueroa,"I very rarely leave reviews. That said, this app is unusable aside from notifications. I downgraded to its 2019 version. It's been my experience that whenever I open any channel or DM and begin typing, I have around 10 seconds to write a sentence or the app will crash. This has been consistent throughout most of the year, but this current iteration crashes even faster than any other version I've used.",1
com.Slack,Brian T.,"The new update is hot garbage. Fire your QA team. Half the time the app is not showing me the latest messages in a channel. I'll get a notification of a new message but it doesn't show up in the channel unless I force close the app and reopen it. This is completely unacceptable for a messaging app, and it never happened with the previous version. Also, it diverges from the desktop app's UI in a way that is inconsistent and frustrating. Don't ""fix"" what ain't broke.",1
com.Slack,Antoine Foggs,"The past week and a half, the app has stopped working properly. Some messages aren't fetched at all and are simply missing, and some messages refuse to send from the mobile side despite no other messaging application having issues. I love slack, but this is causing a lot of issues. It also appears to be happening on the iOS version I use as well. Please help.",3
com.Slack,Sami Saab,"Notifications don't work. Randomly either don't show up, or flash up momentarily and then vanish. Even worse, the app sets the message as read, so I can't see which channel it came from. Multiple times a day I have to manually cycle through all my channels to see what I've missed. Getting notifications on the phone breaks the entire tracking system. Amazing Slack can't figure out a problem solved by every other messaging app I use. Seems they don't think it's their problem.",1
com.Slack,Robert Bond,"First off I extremely dislike the new layout. I say that as nicely as possible. More importantly the app is just not working well for me. New messages are not loading, have to close the app and reopen it for them to show up. Notifications are missing at times. Many times when I click on a notification if I do get it it takes me to the channel but does not have the latest message so I have to close the app and reopen it.",1
com.Slack,A Google user,"Probably the most frustrating experience I've had with an app. Have tried installing across multiple devices, multiple times. Every time I try to create a new workspace it stalls at the company name or the app stops after the prompts. Infuriating. Doesn't matter how great the app may be if you can't start using the thing. I'm currently downloading Basecamp.",1
com.Slack,Justin Toman,"This app is awful. It frequently will just give up and never update. I'll see there are unread messages in a channel, but when I go to the channel, there's nothing there. Then on another device I can see the messages. Or sometimes I will select a channel and I'll just see a blank screen, no buttons, no text, no loading indicator, nothing, for a solid minute before it updates. This has been going on for at least a year. I do not believe this app will ever be good. I have wifi turned on at home.",1
com.Slack,joshua figueroa,I would have had a five star rating before the most recent update. I did not update for about 3 months but I decided to update about a week ago and have been having such a bad experience. I think there might be some sort of memory leak because about 30 seconds into having the app open things start to slow down exponentially to the point that you have to wait 30 seconds from when you actually tap on the text input field before the keyboard shows up and you can start typing. Unusable!,1
com.Slack,Ana Gabriela Pessoa,"This app is so unreliable. Whenever I get messages with preview notification on my phone I can't read them on the app, like they were never sent to me. How does that even happen?! Luckily I have the app on my laptop and can see the missing messages there but it is ridiculous how this keeps happening. Even when I can clearly see the message on the laptop it does not appear on my phone, it just skips to the next one. I never had an app with that issue before. I would love this app if not for that.",1
com.Slack,Christopher Burke,"Absolutely cannot stand the new full screen multi-tab interface. I opted out of the beta just to get rid of it. Now that the update hit I'm going to install the previous version. It's so annoying & cumbersome I'm leaving this review. Functionality is still fine as before but I just can't understand who would think these interface changes are an upgrade in any way. Wish software companies would stop trying to ""fix"" things that aren't broken. Or at least just make it a setting we can toggle, FFS",2
com.Slack,Simon Ninon,"It's okay. However, I frequently have new messages notifications, but these messages do not show up in the app. The app will highlight the channels with unread messages, but visiting these channels only shows the old messages. Nothing helps to solve the issue: killing the app, restarting the phone, clearing the cache. The only way is to either go to the desktop app, or wait for another message to be sent in that channel and hope that it will solve the issue. This is very frustrating.",2
com.Slack,Cuyler Jenkins,"Trash. Just trash. By default, the app's notification system is set to a weird time, and it syncs to the desktop app, so the desktop app gets bufu'd. When you change the desktop notifications, the mobile doesn't sync, so you gotta do it on the mobile app all over again. However, the most egregious Idiocracy is that the app doesn't have a default sound. So when it notifies you, it doesn't make any sound. I had to go into android OS and set a sound. Why? Just...why...?",1
com.Slack,Andrew Cichetti,"Notifications frequently do not show up. I had to set a periodic alarm to check for new posts. DMs and chats are listed alphabetically on the home page, not chrono. If you want to see them chrono, you have to tap a different page. If you read a message in the app or through the web without tapping the notification on your phone, the notification stays. One more little thing: when you're done typing, the 'back' arrow in the top left does not go back! It closes the keyboard first",2
com.Slack,Jacy Wiewiora,Update: everything is now resolved and there are no current issues. I find it easy to navigate and add spaces to. It works exactly like the desktop IMO. I finally received a job offer since last July and they use Slack. I cannot get it to even open. All I am able to see is a white screen. I can't leave my computer anymore because I will miss notifications so I have to constantly check in all day/night long.,5
com.Slack,Trevor Morgan,"Get rid of the huddles option! It's annoying and useless. We use Zoom and have no need for huddles. The option to hit one button in a channel and instantly invite everyone to a damn meeting is really annoying. The area they put this in, and without a second agreement before launching it, causes a lot of issues. It's at the top of my phone, and easy to click when trying to swipe down from the top. There should be at least a ""Yes or no?"" prompt before starting this.",1
com.Slack,Ken Dobbins (FracKen_A),"I am greatly disappointed with the new mobile app's navigation. After the recent updates to the desktop, I had high hopes for a great new mobile app. Having to swipe contently to get around is quite about for me. I am sure there are many who will love the new design, I just wish slack had a option to pick between the two interfaces.",1
com.Slack,Tom Horsley,"Same issue I see others writing about, I get a notification OK, then I click it and the app comes up, but that message isn't in the thread view. Once I got a notification for a message someone had added to, and the bit they added was in the thread view, but not the original text (was very confusing since that bit didn't make sense by itself). I've basically reached the point where I use the app just to hear the ""ding"", then I go to the web interface to read.",1
com.Slack,Lion Ness,"This app is really good for teamwork. I have used it on both phone and computer to have access to my chats at all time. The only problem I have so far on the mobile version is app inability to share video. There is an option to share photos and other files, but not video. The only way to share a video is from gallery; it's 2020 and most apps are capable of this.",3
com.Slack,Brandon Ragland,Doesn't fetch most recent messages. Ever since the last update (I'm completely up to date as of this review) the app doesn't fetch the most recent messages after I get the notification and go into the app to see/read what was sent. It worked perfectly fine until this recent update. Can't use it at all without constantly forcing a stop and then reopening the app. Super disappointed. Not cool to release an update that doesn't work. Might have to get my team switched to something else.,1
com.Slack,Anthony Raitani,"The consistent issues with this app for the past 3-4 months has been pretty bad. Examples: my drafts don't work. I can't edit a draft message, when I click the text field it takes me to a new message. My groups I organize my messages in doesn't save on the app from when I make edits on the desktop. I've had to reinstall the app 4 times because it lasts for days without updating. Proper notifications don't come through and I don't see messages HUNDREDS of times over the past few months.",3
com.Slack,A Google user,"It's OK, but I had initial trouble signing in. I've changed my initial rating from one to 3 stars now that it's working. The app seems to work OK now, but it's just one option of many ways to communicate with a group. You can integrate with other sharing services (like Google drive and Dropbox). I got it because it was ""required"" in a class in taking, and it seems to work alright for our purposes. Still, it feels like ""just another app"", in a world that's bloated with too much already.",3
com.Slack,David James Bunger,"Latest big revision involves swiping between screens, and whenever I try to tap something it registers it as a tiny swipe instead of a selection. I have to tap super lightly to make sure my finger doesn't contact more than a pinpoint on the screen. Did no one use the app before it was released? Also, messages seem to get lost - I get multiple notifications for incoming messages, but can only find one of them when I open the app. So frustrating.",2
com.Slack,John Desmond,"Works great. But the new version took away the ability to mute for 1, 2,4 hours, etc. Now you can only turn then on or off. If I don't want to be botherd with a channel I have to remember to turn it back on. Please bring back the other options again. I hope it still mutes my PC when I mute the phone. Have not checked that yet.",4
com.Slack,Laurie “Barely Subpar” Stewart,"I was very leery of Slack in the beginning... and now I love it, and it's reputation. The sheer simplicity of how they make integration of all their apps. To install or Uninstall. I do wish it had a little more for user preference settings. That's just because sight and lighting can just be picky. Only reason. Soothing color combos seem to help. But sometimes you just have to turn up the music, and hope your dime get a headache from the fun.",5
com.Slack,Shane Johnson,"I'm not getting any notifications on one of my companies channels. It was working before just fine. I left the channel and rejoined and it worked for a day and then stopped sending notifications again for that specific channel. The rest of the channels are sending notifications fine. I have all channels set up to get notifications. How can I fix this? Thank you for your response. I was able to troubleshoot my android and everything appeared fine. How do I run the notificaitons troubleshoot test on my desktop? That's where the issue is, thanks.",3
com.Slack,Willow Epp,"I guess it works, but it feels clunky. Lack of ability to view shared screens is a major mark against considering the competition (and webcams even work now, so it's not like video isn't something that can't be done in this very app). Nor is there an ability to synchronise an app connection with a desktop connection (for the screen sharing) so I end up appearing twice on calls. Also, a recent update took away the option to switch audio sources on calls, so to use my bluetooth headset I need to turn it off and turn it back on again FOR EVERY CALL. That pushes the experience down to unpleasant.",2
com.Slack,Sarah,"I've never had any issues with this app. I use it just for messaging my boss, nothing else. I can't speak to the other features it has, but sending pictures/messages/emojis seems to work just fine. Occasionally there is a glitch, but I think you'll be hard-pressed to find an app that doesn't glitch every now and again. Good concept, good app. I especially like the ""search messages"" feature, which has saved me a few times when trying to look back and find an address or something.",5
com.Slack,Ethan Roush,"This app has a good bit of features that are nice. Like theme personalization and having a personal thread for quick notes. It also syncs settings instantly between devices. However, it's a battery hog when open and in the background. Huddles are nearly useless on my Duo. When I open a thread, the prompt to join a huddle often crashes the whole app. And when someone stops a screen share in a huddle, it crashes. Contacted support - I'm not hopeful despite them being very kind.",3
com.Slack,Korinne M Jackman,"Ok, but not ""compatible"" with all my devices. It will no longer work on my tablet, not even within a browser. I'm stuck using it in my phone or on my PCs/Chromebook. That's inconvenient when at conferences; I don't want to have to lug a laptop everywhere. Otherwise, the app (on my phone) is adequate. I can do what I need to do, even though it's a small screen. The issues, however, have prompted my team to transition to Discord.",4
