,Package name,Reviewer name,Review,Rating
0,com.google.android.apps.messaging,Faith Bono,app save ton stress time screen shoot message printer ink paper since automatically allow see text laptop thank much suggestion tho love block people texting go peek see say do not like I m still notify texte also do not like can not set background contact make change text bubble kinda bland,4
1,com.google.android.apps.messaging,Matthew Lemmers,application definitely manage get much well feature rich last couple year one thing notice one server side update sound play message send change huge deal give different option also include option vibrate message send well popular sm app next sm already nice touch,4
2,com.google.android.apps.messaging,Chris Allen,feel like twenty - five cause main job messagingtexte app send receive text get stuck send look set chat force change text instead message person message be not come idk I m use beta that s seem unstable barely usable aside do not much issue customizable change individual background notification,3
3,com.google.android.apps.messaging,Elizabeth Riviere,frustrated app can not change thing want setting there s tmi setting chat feature do not want chat feature want incoming text message show do not reread outgoing message sift figure texting way select seemingly simple option annoying plus can not seem turn auto correct often guess wrong useless app,1
4,com.google.android.apps.messaging,Doug Luther,can not change background color able set picture background first time use feel like I m bored dark color also annoying chat stat send text plus chat box stay send text feature chomp would well app ever,2
5,com.google.android.apps.messaging,Kayleigh Cook,I m suddenly issue send message people I m regularly receive error message say invalid destination address people whose number I ve texting year send go I m also fully receive text ill get text send group chat other will not come I m see half conversation consistently one person text random bug really suck need fix,1
6,com.google.android.apps.messaging,Myk Overton,meh stupid sound make send text really irritatingand apparently can not turn like app archiving feature listen stupid sound time send message make uninstall one go back come phone get rid sound go send text pleaseor allow we turn,3
7,com.google.android.apps.messaging,Cherylynn Rios,app suck always connect status go back check make sure message actually send I ve uninstalle reinstall I ve clear cache try turn airplane mode turn reset setting restart phone etc still sit connect nice app work reliable cause issue message do not send be not receive already feedback three dot,1
8,com.google.android.apps.messaging,Daniel Mercado,idea happen recently past month have not able get text they re send especially group chat rely specifically work can not see something I m screw individual text seem work fine look like group text slow well photo text whatever issue need get fix asap cuz say work mainly get point they re wonder have not fix,2
9,com.google.android.apps.messaging,Jon Enge,dev say change ring tone contact thousand contact want text message sound different default do not believe there s way change default text message sound app important know kind notification I m receive I m wrong let know really like app good message write th computer wish like etc message like iphone text app,2
10,com.google.android.apps.messaging,Mal S,seem work great sudden conversation will not load see list message however actually try open messageconversation get blank screen give direction clear cache absolutely effect issue still can not open view full conversation,2
11,com.google.android.apps.messaging,linndany,great work part complaint group text be not automatically download datum turn datum turn literally go download individual text send would nice download datum turn rather click text person otherwise great app,4
12,com.google.android.apps.messaging,Stephen Johnston,unreliable constantly send message use trust message send people think ignore ask second time call resend select message manually change sm like other look many article nothing resolve issue include suggestion developer give saw tip reply other issue do not help,2
13,com.google.android.apps.messaging,Judy Mudore,upgrade do november two thousand twenty - two messed texting feature long receive text send one respond go trouble factory reset phone get message come hour nothing please leave thing alone work I m totally frustrated,1
14,com.google.android.apps.messaging,Brandon Wilson,good app work last two month I ve keep resent message smsmms chat feature think crash point turn have not see update look make want revert back default message app start november seventh update question day ever hear google issue,2
15,com.google.android.apps.messaging,Mrs. AJ Brookins,like choice take phone especially without warn first time make could sendreceive picture hard restart try multiple thing nothing improve change suppose well use emojis text like iphone fan emojis care upgrade would prefer regular text back work great,1
16,com.google.android.apps.messaging,traci clemens,"since update one hundred twelve thousand , one hundred twenty - two husband friend issue send receive text severely delay do not mark read open look notification icon go away open outgoing message doent show send do not know go delay period cause send message multiple time annoying",1
17,com.google.android.apps.messaging,Jalisha Tucker,really like chat feature involve app I m actually sad can not use anymore sometimes can not receive message think friend ignore find be not receive message sometimes app will not send message either message say unable send other pende send day will not allow send video time specifically iphone user android troubleshooting do good,2
18,com.google.android.apps.messaging,Ben L,tap picture download view someone send bunch picture make annoying handle make post forum response get picture home wifi option automatically download image seem developer change outgoing message sound option include inout text there s way incoming sound sound like iphone terrible thank,1
19,com.google.android.apps.messaging,Joe Catbagan,like app notice do not always receive text message send send text random first notice three week upgrade new phone send text one morning say send check update need nothing restart phone order send text receive message do not get start happen often bothersome annoying do not issue old phone I ve uninstalle reinstall,1
20,com.google.android.apps.messaging,Karly Kirk,love switch back sm say like video share different system mean we android user versus ios love app wish way send video well without send someone iphoneios link video least that s appear link google photo fix way medium share across system matter system setup iosandroid definitely lag,4
21,com.google.android.apps.messaging,D DL,whatever upgrade application sixty - eight week ago even totally mess unpair phone tablet reestablish pairing order get message sync action like delete archiving message phone swipe message sync tablet result tablet old message can not get rid somebody test stuff roll,1
22,com.google.android.apps.messaging,Hailey Turner,like app favorite message app far many bug whenever put word search bar tell result find even though know message word app also trouble send long message anything long three sentence will not go restart phone get message go app need lot work do hopefully fix find new messaging app,2
23,com.google.android.apps.messaging,Brian Rea,use app send mass text half time people do not get will not even let send message people phone half time work fine ii receive message can not send sudden it ll start work fine weird google pixel six pro I ve take say there s nothing wrong problem app,1
24,com.google.android.apps.messaging,candyland8903,keep ton issue app delete reinstall numerous time keep get duplicate msg send duplicate recipient restart phone every day since update app do not know update app work right whole month since update last two time update since response clear cache also I m still ton issue every since u update app work,1
25,com.google.android.apps.messaging,Kathy P,prefer app tmobile message app familiar however last week I ve go troubleshoot still can not figure send photo take ten min sometimes send twice do not matter I m wifi datum recent issue maybe late update problem basic text tho little frustrating,4
26,com.google.android.apps.messaging,Linda SGJ,update work great stop use last texting app ok really love application lately update start crash would not even let access message would open would close uninstall update work normal sure anyone else experience something like case maybe update look I ve pixel threea thank,5
27,com.google.android.apps.messaging,Sean Thomas,far work feature rich app get pixel seven pro have not actual google device since early day google new ill update later time see work time tell expect google do not get grand new samsung galaxy tab eight everything work box without issue complicate setup notification pixel watch rating go,4
28,com.google.android.apps.messaging,Colette Leirer,terrible absolutely hate say send message later say could not I m constantly switch text get thing send want previous app back can not find phone husband phone phone plan stop mess already work,1
29,com.google.android.apps.messaging,Jeremy Breckbill,ability personalize tone different contact ability disable amber alert I d give app five star response wroteyou submit feedback within message app click menu button do not menu button I m change rate three two email concern address provide reply email address long monitor app support cheerful yet awful two may become one,2
30,com.google.android.apps.messaging,Justin Harrington,work great whilethe late update will not let send encrypt message another phone use messagingreally freak annoying update developer clear cache uninstalle reinstall reverified phone number chat still do not work end clearly see several similar complaint review well,1
31,com.google.android.apps.messaging,Rachel P,generally work well occasionally issue alert message come sometimes make switch smsmultimedia else will not deliver message prevent see message deliver read message sometimes do not go likely cell service,4
32,com.google.android.apps.messaging,Jen Estrada,instal new phone I ve trouble send receive ever since group text get one text whole thread eight people chat sometimes send text individual sometimes will not get frequent working background message I ve uninstalle reinstalled change network fine switch fb messenger default sm message actually send that s I ve do,1
33,com.google.android.apps.messaging,Susan Hood,late update allow attach photo directly google photo app automatically go samsung galaxy can not fix also allow attach one picture time instead select several time go routine click attachment click gallery click photo click one want frustrating,2
34,com.google.android.apps.messaging,Ermalene Hobson,since recent update unable delete multiple message time somehow feature do not exist anymore whenever select message show line emoji can not select another conversation without deselecte previous one time consume please bring back ability delete multiple message time also problem app freeze what s use love use app,3
35,com.google.android.apps.messaging,Kelley Evans,app work fine recently message will not send receive message other late sometimes do not get yet make call send someone else text message lose suddenly show annoying even upgrade phone due issue think old phone problem nope app apparently still happen,2
36,com.google.android.apps.messaging,Pamela NelsH,work part thing can not stand sound connected outgoing message notification I m talk sound create text hit send dull flaccid sound like error good developer could wow please add option turn sound change,3
37,com.google.android.apps.messaging,Peter S,buggy crash lose functionality time time pin text cool three time limit new icon visually annoyance like blurry double vision share medium contact iphone slow great say hello friend developer response review lightning fast thank however would prefer system work without manually manage clear cache etc I m pay feel,2
38,com.google.android.apps.messaging,marshall rose,good app good feature default message app lack ability send video three second long one major recommendation ability use chat feature like reply message add reaction could use even people do not app possible problem group messaging,5
39,com.google.android.apps.messaging,Lorie F. Waters,weird glitch happen recent updateive generally good experience app recently try open new message click notification barmessage preview jam will not open click back arrow open main app list message click back new message bit annoyance I m hope easy fix,3
40,com.google.android.apps.messaging,Parker Gordon,wish way view unread text sometimes get lose deep within message never respond feel like that s pretty important feature that s miss enough almost make use phone default message app instead one weird bad problem good five star feature get add sure,3
41,com.google.android.apps.messaging,Michelle Taepakdee,can not switch message rich communication service chat regular sm text always fail send inevitably fail get option switch I ve look dozen help article always go change setting app will not let change setting make extremely angry frustrate absolutely loathe app passion friend do not use whatsapp line I m stick,1
42,com.google.android.apps.messaging,Kayla Villareal,love app easy convenient use today chat feature stop work try everything turn wifi restart device check sim card use airplane mode choice uninstall update app erase message history important go experience whole excruciatingly frustrating extremely disappointing,1
43,com.google.android.apps.messaging,Nathan Gill,like other mention party receive text app chat show unavailable message fail send do not want constantly check phone see message go turn set automatically switch sm text chat fail send do not work receiver unable receive chat still send text hour go realize have not send,1
44,com.google.android.apps.messaging,Brandon Rouse,recent update text glitche instance I m end text try scroll back beginning screen start jump become distort run problem well please run another update fix bug text messaging should not feel like you re fight virus send simple text,1
45,com.google.android.apps.messaging,Rei Mettille,new sort function incredibly frustrating I d love able label contact business personal sort text properly right seem send spam business really think would great ability customize category well phone get overloaded work contact forget respond personal text get lose swarm work text food think,2
46,com.google.android.apps.messaging,Jim Stewart,new update force stare phone see get text text conversation notification sound nonaudible disturb sound want select notification sound go ever get text I m engage text conversation well program close send update cripple usefulness aplication please fix thank,1
47,com.google.android.apps.messaging,g33kxx,month ago lose ability rcs husband model phone stwenty - one google fi service long see anyone name notification even they re save phone group text miss message submit ticket on issue have not hear anything I m frustrate force use app get short text auto sender long get basic feature message app,1
48,com.google.android.apps.messaging,Bradley Carpenter,require datum times time I m texte datum wifi do not find nessisary order send receive message app datum change setting make auto send connect data wifi do not help app suck do not use unless fix issue even message work way well crack app,1
49,com.google.android.apps.messaging,Jon Simon,late update buggy message show draft send even though already send archived thread come back archive search function basically useless go give result word phrase know exist certain message thread do not show anything well google,3
50,com.google.android.apps.messaging,Bodine,update version lack many feature compare apple unfortunately travel internationally app can not handle transition country country contact group chat would start show number even add one country code contact app spell check word selection process abysmal inaccurate constantly,1
51,com.google.android.apps.messaging,Sapphire C,week message ask resend message almost every message I ve send I ve restart phone delete message change setting automatically resend sms mms however do not still ask tap option ask send message sms mms annoying go help forum response time find new messenge app,1
52,com.google.android.apps.messaging,Raymond Wong,update experience severe delay receive send text message receive text morning send yesterday wonder today developer forget heart app reliable communication app can not meet standard even sort fancy addon still useless phone highend camera useless one can not clear conversation please fix core issue load fancy stuff,3
53,com.google.android.apps.messaging,Marissa Gonzalez,inconsistent far chat go frequently mess chat will not work sure issue update try troubleshoot still can not figure issue update thing I ve try uninstalle reinstall disconnecting reconnecte wifi turn phone update app update carrier service app clear cache clear datum spend fifteen hour phone phone company reprogramme phone nothing work two people try,1
54,com.google.android.apps.messaging,David Joseph,since last update unable select delete multiple text message single conversation tedious select delete one text message time conversation also line emoji appear message select annoying can not provide mean hiding user prefer old version message allow multiple text deletion provide circle user could click select multiple text,3
55,com.google.android.apps.messaging,DAPPER DAX Aka Sourpatch Kid (Sourpatch Kid),chat still ongoing issue still block certain people message work time say set try verify number connect ninety time every often actually say connected work mostly send socalled self help link already try everything,2
56,com.google.android.apps.messaging,Melanie Jean-Louis,really like app chat feature emoji kitchen particularly fun use appreciate update receive reaction react imessage text well live message function nice touch native android user hope near future capability across network phone type option video call imessage without external app one hundred twenty - one issue manage text also search text feature,5
57,com.google.android.apps.messaging,Punzel Pondering,horrible new app icon optical illusion universally accessible proportion color icon cognitively harmonious struggle chronic headache migraine trigger basic design expect well oversight brand bad can not hide remove home screen,1
58,com.google.android.apps.messaging,Patricia Mount,soundnoise sound attach outgoing incoming message talk notification alert message annoying sound can not turn happen send message sound attach someone reply conversation way stop sound completely turn sound associated app completely mean receive notification someone send message,1
59,com.google.android.apps.messaging,philly sistah,much desire group chat vs bulk feature nothing individualized like textra point set group name save every time want chat group can not type group name start chat try multiple time app say invalid contact instead search old chat group enjoy ability like message view message across device,3
60,com.google.android.apps.messaging,Rachel Reyes,work great yesterday search feature crash soon open whether try search name bring previous message wordphrase within text conversation program crash every time I ve try clear cache restart phone nothing work operating system app date software update,3
61,com.google.android.apps.messaging,Jessie Lyn Thompson,be not response app functionality new icon design sure else provide feedback list support email long monitor icon uncomfortable double vision effect that s disorient help message board several people suggest might particularly affect people astigmatism hope find option use old icon least one without double blue layering effect,1
62,com.google.android.apps.messaging,Katie Hutchison,really enjoy app recent update past month give sort problem trouble send receive message picture etc time previous awesome really like simplicity problem update may carrier issue tmobile android user seem similar problem app accord forum acceptable answer,3
63,com.google.android.apps.messaging,Kakha Khmelidze,program recommend manufacturer phone correct highend google app modern noticeable flaw would much like application show sim card number case dual sim phone right list sm message would convenient also great implement ability delete message right notification panel almost forget swipe delete please kindly consider,5
64,com.google.android.apps.messaging,Juli & Nick Kellogg,generally like really want like bug example can not see star text search click star nothing show contact three dot choose start nothing fact action also cause see message person exit screen exit app completely come back see message bug get resolve happy give high rating,3
65,com.google.android.apps.messaging,Daniel Schultz,app work time great love good option message aside apple experience app prone several bug make impossible receive notification can not contact google directly say troubleshoot helpful develop contact email be not even use anymore do not waste time,4
66,com.google.android.apps.messaging,Nate D.,app start randomly show message send see message view web browser know technically receive app show every do not happen often enough big problem imo primary function message app fail sometimes,2
67,com.google.android.apps.messaging,Brittany “Blu” Lucas,app work fine part serve basic function allow text however lately lag bit particularly notice lag try mark message read use dropdown notification bar also search conversation function often tell zero result particular word phrase know certain phrase exist recent message scroll eventually find less convenient,4
68,com.google.android.apps.messaging,James Stidam,seem lot people issue unable send receive text fix come get standard reply turn feature work however app come preinstalle I ve make change explanation working feature something change recently cause problem developer fix,1
69,com.google.android.apps.messaging,Michael Markham,love app get two star rating major flaw recently accidentally delete message conversation conversation important one refer old message constantly trash folder app delete something go way get message back factory reset phone restore message cloud backup put trash folder,2
70,com.google.android.apps.messaging,Dana Florian,app work fine couple month stop send text keep get message text be not send also text speech absolutely horrible phone app put word twice add word get word completely wrong try send text do not go reason hit select option switch sm savvy technology work half time,2
71,com.google.android.apps.messaging,T D,google message always face often popup tell new feature never use spam detect warning take much screen can not read message determine actually spam get text unwanted preview pop can not turn feature app become convoluted make send receive text somewhat annoying,1
72,com.google.android.apps.messaging,Jon Jay,I ve miss message send iphone we ve compare screenshot multiple time I m recieve message say message send have not receive android android always fine have not issue past use pixel twoxl recently upgrade pixel six maybe phone issue strange thing happen think app user friendly definitely solid default,4
73,com.google.android.apps.messaging,Christl McKee,do not know heck go sudden none text message go thru frustrating hear impaired person rely text message able reply anyone I ve check setting make sure app date clear cache reset phone absolutely none make difference,2
74,com.google.android.apps.messaging,Robert Shirley,hit search icon app use able search message specific word phrase hit icon bring separate page search image place link message chain fairly useless search function want able find specific point conversation like address do not show place cause be not complete address building number street name,2
75,com.google.android.apps.messaging,Jason Dinges,use app since get pixel six pro love spam block however past day complete garbage send message fine can not receive even link desktop nothing ever come change app multiple time might catch stop work uninstalled reinstalled multiple time nothing fix aside go different app know phone,1
76,com.google.android.apps.messaging,Nathan L,shame google do not implement google translate application option auto translate incoming outgoing message would save great deal time switch app copy paste message would also allow review intend message translation issue without leave message application feel like real miss opportunity,3
77,com.google.android.apps.messaging,Lynn Morley,long send receive image gif two week I ve update app uninstalle app update app recently today clear cache restart phone even service issue phone fix do not impact app do not like substitute app I m use well able send receive image,3
78,com.google.android.apps.messaging,Maria Ulrich,past week message stop work correctly try uninstalle reinstalling clearing cache storage everything find forum open app message go load contact name message message appear notification bar can not open app open message try reply reply disappear host issue absolutely unacceptable,1
79,com.google.android.apps.messaging,Tom Rosswaag,app use great full bug like crash try blockreport number another thing really infuriate can not turn realtime text rtt zero use feature yet every phone call make start app say get ready realtime text I ve look setting multiple version app see way turn two thousand twenty - one excuse option turn feature swing miss google,4
80,com.google.android.apps.messaging,Brittney Tyler,prefer message app samsung message app every time one update never work right anytime try send message get error message say recipient may offline tap option cell phone signal know someone also different cell phone service att person tmobile please fix bug highly annoying send message do not get send,1
81,com.google.android.apps.messaging,LeVera Sutton,october eighteen two thousand twenty - two long send pic recording gif two thousand twenty - one use able google search feature remove please return take away map location map app would nice able delete phone number group text message love alert photo editor otherwise complaint,2
82,com.google.android.apps.messaging,Cheryl,ability retrieve delete message happen app recycle bin trash basic feature google backup do not allow restore message new phone support say use external software samsung message app allow restore delete message app widely use limited small ask response happen ability like message google message say user,2
