,Package name,Reviewer name,Review,Rating
0,com.discord,Couch,overall really like app new font truly awful would one thing find displease look genuinely people read disorder struggle read letter look similar space tight make perfect mess dyslexic aphasic people thank wish could use opendyslexic phone app,3
1,com.discord,Tiena Johnson,user app since two thousand eighteen two thousand seventeen love many bug usually want change something usually type bug come especially audio video call advice stop fix thing already work current bug app unable pick audio issue headphone device mobile computer application work perfectly audio etc still happen two week,2
2,com.discord,Duckz_,wish mobile version back phone change pc version fan do not look nice phone odd reason maybe download image google example would like send friendgroup do not appear start recently bug take long image video load I m exactly sure occur happen text thing nice app,2
3,com.discord,Damaso Reyes,new update ruin send image recently last day update image select lead massive latency post image select palette image immediate drop performance closing palette take close twenty second may program try load image max resolution can not think else would cause,2
4,com.discord,Kayla Gray,almost every single time tap specific notification app take server channel rather open last channel close app previously point notification click one want go first also image never work right half time appear halfway screen way large,1
5,com.discord,Aureus Cordiale,use alternate app use discord utterly unreliable unstable problem vary constant quite impressive manage make bad update yet want pay nitro use animate emoji send file eightmb hard pass quite possibly bad app constantly relaunch it ll try connect without actually anything happen often,1
6,com.discord,Melein Brueck,everything go great recently I m issue every time try upload image lag bad take several minute go process realize I ve select image uploading take even long try type message half time app stop respond close half get feed close try reopen happen regardless file size please fix,3
7,com.discord,DJ D00MSHYER,app literally perfect super buggy recent update whenever want send image take age load photo even long send sometimes crash app entirely do not scroll photo end loop open end even long,1
8,com.discord,Smol Lemon,nice app easy use new update blue number new message since time last check bar pop top screen everytime someone type message even currently read channel message randomly move word upwards scroll bit new message send every often edit number people online do not show correctly server member section edit two wifi datum,3
9,com.discord,a random [brony],one button ui go like graphic different tab call button everything background color look like have not load make virtually impossible use you ll accidentally click video call four hundred forty - three two long send screenshot discord chat annoying cause friend do not wanna download file see pic three unless close app mess music call,2
10,com.discord,Paul,update fix video freeze issue android app suffer late update design flaw vc tap user pic do not always work even longpress volume adjustment pop long drag slide tap somewhere line make adjustment mean you re always able turn way select voice connect notification bring vc chat list people,1
11,com.discord,Perseus Matlock,I ve use discord year issue recent mobile update pretty bad though new update bug whenever open app get stick one channel will not show anything else will not even display new message send channel click different channel send message can not see I m reply I m even type also keep show ad nitro every time open app,3
12,com.discord,PotatoBear,almost everything work great especially love black background would not mind get add io though reason give three star try join vc work can not hear hear basically thing work term vcs text chat build voice channel would somewhat understand do not work beta program even leave program still problem,3
13,com.discord,Ja,try hold think update would eventually improve that s sadly case watch video hassle open full screen there s coinflip it ll actually play do not watch small app feel sluggish many emote use app slow way every time open app long period use it ll repeatedly open specific dm time clearing ping also nightmare,2
14,com.discord,oozy,discord app absolutely horrible you ve somehow change good chat app straight trash every time call someone can not hear matter buggy secondly every time try chat right open another tab connect try type will not go lastly can not send new image be not load update suck change back,2
15,com.discord,Sophie Ehrsam,rate one star due unholy amount lag occur attempt send picture crash app never use stall whole app I m able anything least five minute like old saying be not broke do not fix also do not include bizarre glitch involve send dms message stack one user message show immediately even banner show,1
